Title,Author,Poem,PoemAnalysis,PoemGoogleCounts
舟前小鹅儿,杜甫,"鹅儿黄似酒，对酒爱新鹅。引颈嗔船逼，无行乱眼多。
翅开遭宿雨，力小困沧波。客散层城暮，狐狸奈若何？","要想读懂此诗，须先了解杜甫笔下的鹅儿是谁家的鹅儿？所乘小舟又置于何处？在原诗的题下有一小注：“汉州城西北角官池作。官池，即房公湖。”汉州即今之四川省广汉，房公指曾在肃宗时任宰相的房琯。由于陈陶斜兵败，房琯于至德二年（757）罢相外放，上元元年（760）八月任汉州刺史。宝应二年（763）初春，杜甫到汉州探望被贬的房琯，相携游湖。两位阔别多年且落拓江湖的好友荡舟湖上，一边品尝鹅黄酒，一边欣赏沿湖美景。杜甫当即被水面上一群玲珑可爱的小鹅儿吸引，伤时感事，赋得此诗。
开篇四句，诗人直写雏鹅漂亮的绒毛和娇憨的神态",3700000
次北固山下,王湾,"客路青山外，行舟绿水前。潮平两岸失，风正一帆悬。
海日生残夜，江春入旧年。乡书何处达？归雁洛阳边。","唐代诗人往往以一首诗而名垂千古，张若虚与《春江花月夜》、王翰与《凉州词》、金昌绪与《春怨》，还有王湾与《次北固山下》，皆是如此。今人谈论盛唐气象时最常举到的一首诗，就是王湾的《次北固山下》。
唐代是一个大时代。唐朝疆域“东至安东（朝鲜），西至安西（中亚），南至日南（印度支那），北至单于府（内蒙古自治区）”（《新唐书•地理志》）。唐诗就在这样辽阔的土地上生长起来。唐诗中“千秋”“万世”“白日”“青天”“八方”“万国”“大漠”“长河”等词语，出现的频率特别高，从时空上表现出种种阔大的意象和境界。而《次北固山下》的“青山”“绿水",3570000
杂诗,王维,君自故乡来，应知故乡事。来日绮窗前，寒梅著花未？,"这首诗命名“杂诗，”，相当于无题。其中有两个主题词，一个是“故乡”，一个是“寒梅”。
“君自故乡来，应知故乡事”，这两句中，重复了一个“故乡”，是强调这个主题词。乐府诗有此句调，如李白“客自长安来，还归长安去”（《金乡送韦八之西京》）。对于歌，这种重复是非常必要的，由于音乐的缘故，不但不感到单调，反而会感到集中。它表现的生活情境十分动人，当一个人独在异乡为异客，故乡的消息是多么",3570000
老将行,王维,"少年十五二十时，步行夺得胡马骑。
射杀山中白额虎，肯数邺下黄须儿。
一身转战三千里，一剑曾当百万师。
汉兵奋迅如霹雳，虏骑崩腾畏蒺藜。
卫青不败由天幸，李广无功缘数奇。
自从弃置便衰朽，世事蹉跎成白首。
昔时飞箭无全目，今日垂杨生左肘。
路旁时卖故侯瓜，门前学种先生柳。
苍茫古木连穷巷，寥落寒山对虚牖。
誓令疏勒出飞泉，不似颍川空使酒。
贺兰山下阵如云，羽檄交驰日夕闻。
节使三河募年少，诏书五道出将军。
试拂铁衣如雪色，聊持宝剑动星文。
愿得燕弓射天将，耻令越甲鸣吾君。
莫嫌旧日云中守，犹堪一战取功勋。","王维的《老将行》首先要弄清楚它的人称与体裁，是第一人称还是第三人称，是叙事诗还是抒情持。从浅层看，诗用第三人称倒叙手法，概括“老将”自少年到白头一生的从军经历。全诗三十句，十句一段，写老将少壮建立奇勋、中年退伍闲居与垂暮再度出征三个片断，脉络线索清楚，叙事结构严整。但是，“老将”并非指具体的某个人，而是历朝历代戍边卫国的老军人的一个典型。他可以是廉颇，可以是李广，也可以是魏尚或桓温，却集众人为一人。一个假托的无名氏竟被刻画得如此真实丰满，如此有血肉个性，如此虎虎有生气，这需要高难度的技巧。从诗的表述语气看，几乎都是第一人称自述口吻；从叙事的内容和分量说，这是一部需要多卷本方能承载的长篇小说力作，却被压缩在短短三十行的歌行体内。《老将行》不仅真切地描绘了老将多姿多彩、感人肺腑的战斗事迹，他一生经历的三个时段也正是初盛唐数十年边塞战争形势消长变化的写照。白居易的“文章合为事而著，歌诗合为时而作”（《新乐府序》），此亦一例。
使事用典是这首诗另一个写作特色，诗中一连用了十几个事典和书典。第一段用五个：三个是关于李广的（夺马、射虎与数奇）；一个是曹彰，乃曹操第二子，性刚猛，胡须色黄，",3370000
八阵图,杜甫,功盖三分国，名成八阵图。江流石不转，遗恨失吞吴。,"杜甫漂泊西南期间，所作咏怀古迹诗篇不少，其间有关蜀相诸葛亮的篇什尤多。《八阵图》就是一首，它作于大历元年（766）作者寓居夔州时。“八阵图”是由八种阵势（名目为：天、地、风、云、龙、虎、鸟、蛇）构成的战阵，古已有之，非始于亮。亮布八阵凡四，就中以布在夔州西南永安宫前平沙上的八阵图最为著名。据载：夔州八阵图聚细石为之，各高五尺，广十围。历然棋布，纵横相当。中间相去九尺，正中开南北巷，悉广五尺，凡六十四聚。
诗人一落笔就撇开阵图",3120000
终南山,王维,"太乙近天都，连山到海隅。白云回望合，青霭入看无。
分野中峰变，阴晴众壑殊。欲投人处宿，隔水问樵夫。","作为才情并茂且深爱自然、自由的诗人，王维的归隐避世，绝非寻求枯坐草庐、空守长卷。他不断地远足四方，登临跋涉，在幽美纯净的自然景色中驰骋胸襟，涤荡心扉，谛听山水的呼唤，领会生命的真趣，参悟圆满净乐的寂灭至理，写了许多“诗中有画、画中有诗”的山水名篇，《终南山》即为其中之一。
终南山又称太乙山，是秦岭山脉的主峰之一，在西安城南四十公里处。《长安县志》载：“终南横亘关中南面，西起秦陇，东至蓝田，相距八百里”，青峰凝翠，深谷涌泉，令游人沉醉忘归。东汉张衡《西京赋》称“钟灵毓秀，宏丽瑰奇”，夸其宏大；李白诗",3010000
宴荣二山池,孟浩然,"甲第开金穴，荣期乐自多。枥嘶支遁马，池养右军鹅。
竹引携琴入，花邀载酒过。山公来取醉，时唱接篱歌。",从诗中所写的情况来看，这位荣二先生不是普通的隐士，而是一位富有的豪绅。诗歌一开始就称他的居处是“甲第”，把他的隐居之所称为高官贵吏的宅第，并且以“金穴”来形容其富有。“金穴”典出《后汉书•光武郭皇后纪》：“况迁大鸿胪，帝数幸其第，会公卿诸侯亲家饮宴，赏赐金钱缣帛，丰盛莫比，京师号况家为金穴。”荣二宅第之华贵，家室之富有，也就可想而知了。但是毕竟他已经是隐遁山林之人了，所以第二句紧接着就赞扬他,2890000
有人笑我诗,寒山,"有人笑我诗，我诗合典雅。不烦郑氏笺，岂用毛公解。
不恨会人稀，只为知音寡。若遣趁宫商，余病莫能罢。
忽遇明眼人，即自流天下。","这是一首咏叹知音的诗。
一个人来到这个世界，并不只是为吃饭睡觉而来，精神上的寄托可能会更加重要。特别是对钟情艺术世界的文人来说，抒发的都是自我内心的独到感悟，灵魂上的知己当然会更为看重。高远的作品都是作者心灵层面的“高峰体验”，对一般身在下层行走风尘的凡夫俗子来说，自然是难以望其项背，这也就注定了要在红尘当中寻觅知音的困难。早在《列子》里边就记载了“高山流水”故事，子期一去，伯牙碎琴，虽然成就了一段佳话，但更多凸现的是知音罕遇的悲哀。及至曹雪芹时代，其《红楼梦》自题诗道：“满纸荒唐言，一把辛酸泪。都云作者痴，谁解其中味？”这里的哀叹，何尝不是知音之痛？由高山流水到红楼之叹，可以说中国几千年的文明史，其间浮动着数不清对",2750000
长相思（其一）,李白,"长相思，在长安。
络纬秋啼金井阑，微霜凄凄簟色寒。
孤灯不明思欲绝，卷帷望月空长叹。
美人如花隔云端。
上有青冥之高天，下有渌水之波澜。
天长路远魂飞苦，梦魂不到关山难。
长相思，摧心肝。","开元十八年（730），李白自安陆取道南阳，西入长安，干谒玉真公主不遇。当年秋天，被安置于公主别馆，别馆距长安百里，当时已是一所荒园。诗人遭此冷遇，曾作《玉真公主别馆苦雨赠卫尉张卿二首》向驸马张垍陈情，本篇情景与之相近，当为同期之作。
“长相思”本汉诗中语（如《古诗十九首》：“客从远方来，遗我一书札。上言长相思，下言久离别”），六朝诗人多以名篇（如陈后主、徐陵、江总等均有作），并以“长相思”发端，属乐府《杂曲歌辞》。现存歌辞多写思妇之怨。李白此诗即拟其格而别有寄寓。
诗大致可分两段。一段从篇首至“美人如花隔云端”，写诗中人“在长安”的相思苦情。“长安”在诗中是一个重要的符号，用以表明诗之寓托。诗中描绘的是一个孤栖幽独者的形象。他（或她）居处非不华贵——这从“金井阑”可以窥见，但内心却感到寂寞和空虚。作者是通过环境气氛层层渲染",2670000
逢病军人,卢纶,"行多有病住无粮，万里还乡未到乡。
蓬鬓哀吟古城下，不堪秋气入金疮。",此诗写一个伤病退伍在还乡途中的军人，从诗题看可能是以作者目睹的生活事件为依据。诗人用集中描画、加倍渲染的手法，着重塑造人物形象。诗中的这个伤兵退伍后，他很快就发觉等待着他的仍是悲惨的命运。“行多”，已不免疲乏；加之“有病”，对赶路的人就越发难堪了。病不能行，便引出“住”意。然而住又谈何容易，离军即断了给养，长途跋涉中，干粮已尽。“无粮”的境况下多耽误一天就多受一天罪。第一句,2470000
题红叶,宣宗宫人,流水何太急，深宫尽日闲。殷勤谢红叶，好去到人间。,唐代后宫极盛，宫女常有四五千人之多。宫中女子不得婚配，甚至大臣都上书请求放宫女。这一话题甚至演绎出了许多爱情故事。比如“纩衣缘”的故事。这个故事说唐玄宗命宫女们为边关将士缝制棉衣。有位宫女自伤身世，情不自禁地在棉衣上缝了一首诗：“沙场征戍客，寒苦若为眠。战袍经手做，知落阿谁边？蓄意多添线，含情更著棉；今生已过也，重结身后缘。”此事经层层奏报到朝廷。玄宗责令在宫中查究写诗人。那个写诗的宫女为了不连累别的姐妹，主动站出来承担。谁知李隆基不但没有惩罚她，反而把她许配给了那位收到缝诗棉衣的士兵。“红叶题诗”的故事更为普遍，被演绎成宫女与才子隔墙相恋的故事，虽然版本不同，但情,2120000
杜秋娘诗并序,杜牧,"杜秋，金陵女也。年十五，为李锜妾。后锜叛灭，籍之入宫，有宠于景陵。穆宗即位，命秋为皇子傅姆。皇子壮，封漳王。郑注用事，诬丞相欲去己者，指王为根。玉被罪废削，秋因赐归故乡。予过金陵，感其穷且老，为之赋诗。
京江水清滑，生女白如脂。其间杜秋者，不劳朱粉施。
老濞即山铸，后庭千双眉。秋持玉斝醉，与唱金缕衣。
濞既白首叛，秋亦红泪滋。吴江落日渡，灞岸绿杨垂。
联裾见天子，盼眄独依依。椒壁悬锦幕，镜奁蟠蛟螭。
低鬟认新宠，窈袅复融怡。月上白璧门，桂影凉参差。
金阶露新重，闲捻紫箫吹。莓苔夹城路，南苑雁初飞。
红粉羽林仗，独赐辟邪旗。归来煮豹胎，餍饫不能饴。
咸池升日庆，铜雀分香悲。雷音后车远，事往落花时。
燕禖得皇子，壮发绿。画堂授傅姆，天人亲捧持。
虎睛珠络褓，金盘犀镇帷。长杨射熊罴，武帐弄哑咿。
渐抛竹马剧，稍出舞鸡奇。崭崭整冠珮，侍宴坐瑶池。
眉宇俨图画，神秀射朝辉。一尺桐偶人，江充知自欺。
王幽茅土削，秋放故乡归。觚棱拂斗极，回首尚迟迟。
四朝三十载，似梦复疑非。潼关识旧吏，吏发已如丝。
却唤吴江渡，舟人哪得知？归来四邻改，茂苑草菲菲。
清血洒不尽，仰天知问谁？寒衣一疋素，夜借邻人机。
我昨金陵过，闻之为歔欷。自古皆一贯，变化安能推？
夏姬灭两国，逃作巫臣姬。西子下姑苏，一舸逐鸱夷。
织室魏豹俘，作汉太平基。误置代籍中，两朝尊母仪。
光武绍高祖，本系生唐儿。珊瑚破高齐，作婢舂黄糜。
萧后去扬州，突厥为阏氏。女子固不定，士林亦难期。
射后呼父，钓翁王者师。无国要孟子，有人毁仲尼。
秦国逐客令，柄归丞相斯。安知魏齐首，见断篑中尸？
给丧蹶张辈，廊庙冠峨危。珥貂七叶贵，何妨戎虏支？
苏武却生返，邓通终死饥。主张既难测，翻覆亦其宜。
地尽有何物？天外复何之？指何为而捉？足何为而驰？
耳何为而听？目何为而窥？己身不自晓，此外何思惟？
因倾一樽酒，题作杜秋诗。愁来独长咏，聊可以自贻。","这首长篇五言古诗作于唐文宗（李昂）大和七年（833）春天，杜牧三十一岁。那时，作者正在宣州（今安徽宣城）宣歙观察使沈传师幕中，奉沈之命至扬州公干，往来经过镇江（即序中所说的“金陵”，唐代镇江为润州，又叫金陵），见到年老色衰而孤苦无依的杜秋，并听其诉说平生，“感其穷且老”，于是写下了这首诗。作者以深切的同情，叙述了杜秋一生的坎坷遭遇，刻画了鲜明生动的人物形象，进而发出了世事沧桑、人生无常的感叹，并曲折地透露出对当时政治的强烈不满。
全诗一百一十二句，可以分为两个部分，从开始到“夜借邻人机”为第一部分，叙写杜秋生平，这一部分以叙事为主，但叙事中又有抒慨。
首先，作者画出了一个美貌的少女形象。在山清水秀的镇江，有一位天生丽质的女子，她“著粉则太白，施朱则太赤”（宋玉《登徒子好色赋》），那就是杜秋。她在美女如云的镇海军节度使李锜（诗中以叛乱被杀的汉吴王刘濞喻指）的后庭中，深受宠爱，她手持玉杯劝酒，李锜欣然陶醉，然后又唱起《金缕衣》：“劝君莫惜金缕衣，劝君惜取少年时。花开堪折直须折，莫待无花空折枝。”她多么美丽而又风流！作者先从肤色着笔描写外貌，然后又通过行动来侧面表现：手法虚实相生，互为补充。接着，李锜被杀，杜秋被籍入宫，受到宪宗（李纯）的宠幸，出现在读者面前的是一位雍容华贵，但又略带一丝忧愁的皇妃形象。作者采用烘托的手法，用“椒壁”“金阶”“夹城”“南苑”“羽林仗”“辟邪旗”等皇宫特有的装饰和物件，来暗示人物的身份。在这新的环境中，她始则由于皇帝“盼眄独依依”，半是对旧主的留恋，半是对新君的畏惧，还有些怯生生的，但在“低鬟认新宠”之后，终于“窈袅复融怡”了，恢复了青春的活泼，还葆有着",2080000
